Date1,State,Imported Cases,Local Cases,Total Cases,Date
8-Aug,Federal Territory of Kuala Lumpur,6,1883,1889,8-Aug
8-Aug,Federal Territory of Labuan,0,2,2,8-Aug
8-Aug,Federal Territory of Putrajaya,0,63,63,8-Aug
9-Aug,Johor,1,1232,1233,9-Aug
9-Aug,Kedah,0,1328,1328,9-Aug
9-Aug,Kelantan,0,914,914,9-Aug
9-Aug,Melaka,0,360,360,9-Aug
9-Aug,Negeri Sembilan,0,1215,1215,9-Aug
9-Aug,Pahang,0,604,604,9-Aug
9-Aug,Perak,0,935,935,9-Aug
9-Aug,Perlis,0,22,22,9-Aug
9-Aug,Penang,0,908,908,9-Aug
9-Aug,Sabah,0,1247,1247,9-Aug
9-Aug,Sarawak,0,589,589,9-Aug
9-Aug,Selangor,28,5740,5768,9-Aug
9-Aug,Terengganu,0,501,501,9-Aug
9-Aug,Federal Territory of Kuala Lumpur,0,1567,1567,9-Aug
9-Aug,Federal Territory of Labuan,0,8,8,9-Aug
9-Aug,Federal Territory of Putrajaya,0,66,66,9-Aug
10-Aug,Johor,0,1344,1344,10-Aug
10-Aug,Kedah,0,1830,1830,10-Aug
10-Aug,Kelantan,0,1030,1030,10-Aug
10-Aug,Melaka,0,578,578,10-Aug
10-Aug,Negeri Sembilan,0,564,564,10-Aug
10-Aug,Pahang,0,539,539,10-Aug
10-Aug,Perak,0,953,953,10-Aug
10-Aug,Perlis,0,24,24,10-Aug
10-Aug,Penang,0,743,743,10-Aug
10-Aug,Sabah,0,1383,1383,10-Aug
10-Aug,Sarawak,0,836,836,10-Aug
10-Aug,Selangor,0,7338,7338,10-Aug
10-Aug,Terengganu,0,378,378,10-Aug
10-Aug,Federal Territory of Kuala Lumpur,0,2374,2374,10-Aug
10-Aug,Federal Territory of Labuan,0,1,1,10-Aug
10-Aug,Federal Territory of Putrajaya,0,76,76,10-Aug
11-Aug,Johor,0,1693,1693,11-Aug
11-Aug,Kedah,0,1534,1534,11-Aug
11-Aug,Kelantan,0,1284,1284,11-Aug
11-Aug,Melaka,0,636,636,11-Aug
11-Aug,Negeri Sembilan,0,1015,1015,11-Aug
11-Aug,Pahang,0,585,585,11-Aug
11-Aug,Perak,0,828,828,11-Aug
11-Aug,Perlis,0,29,29,11-Aug
11-Aug,Penang,0,1385,1385,11-Aug
11-Aug,Sabah,0,1514,1514,11-Aug
11-Aug,Sarawak,1,634,635,11-Aug
11-Aug,Selangor,11,6921,6932,11-Aug
11-Aug,Terengganu,0,613,613,11-Aug
11-Aug,Federal Territory of Kuala Lumpur,3,2065,2068,11-Aug
11-Aug,Federal Territory of Labuan,0,3,3,11-Aug
11-Aug,Federal Territory of Putrajaya,0,41,41,11-Aug
12-Aug,Johor,0,1706,1706,12-Aug
12-Aug,Kedah,0,2143,2143,12-Aug
12-Aug,Kelantan,0,972,972,12-Aug
12-Aug,Melaka,0,494,494,12-Aug
12-Aug,Negeri Sembilan,1,899,900,12-Aug
12-Aug,Pahang,0,629,629,12-Aug
12-Aug,Perak,0,930,930,12-Aug
12-Aug,Perlis,0,23,23,12-Aug
12-Aug,Penang,0,1229,1229,12-Aug
12-Aug,Sabah,0,2052,2052,12-Aug
12-Aug,Sarawak,0,1216,1216,12-Aug
12-Aug,Selangor,2,6278,6280,12-Aug
12-Aug,Terengganu,0,594,594,12-Aug
12-Aug,Federal Territory of Kuala Lumpur,55,2436,2491,12-Aug
12-Aug,Federal Territory of Labuan,0,11,11,12-Aug
12-Aug,Federal Territory of Putrajaya,0,56,56,12-Aug
13-Aug,Johor,1,1485,1486,13-Aug
13-Aug,Kedah,0,1807,1807,13-Aug
13-Aug,Kelantan,0,1088,1088,13-Aug
13-Aug,Melaka,1,723,724,13-Aug
13-Aug,Negeri Sembilan,2,974,976,13-Aug
13-Aug,Pahang,0,572,572,13-Aug
13-Aug,Perak,1,940,941,13-Aug
13-Aug,Perlis,0,50,50,13-Aug
13-Aug,Penang,0,1316,1316,13-Aug
13-Aug,Sabah,0,1654,1654,13-Aug
13-Aug,Sarawak,0,715,715,13-Aug
13-Aug,Selangor,2,7449,7451,13-Aug
13-Aug,Terengganu,0,440,440,13-Aug
13-Aug,Federal Territory of Kuala Lumpur,18,2183,2201,13-Aug
13-Aug,Federal Territory of Labuan,0,6,6,13-Aug
13-Aug,Federal Territory of Putrajaya,0,66,66,13-Aug
14-Aug,Johor,0,1425,1425,14-Aug
14-Aug,Kedah,0,1796,1796,14-Aug
14-Aug,Kelantan,0,1370,1370,14-Aug
14-Aug,Melaka,0,521,521,14-Aug
14-Aug,Negeri Sembilan,0,727,727,14-Aug
14-Aug,Pahang,0,794,794,14-Aug
14-Aug,Perak,1,1003,1004,14-Aug
14-Aug,Perlis,0,61,61,14-Aug
14-Aug,Penang,0,1251,1251,14-Aug
14-Aug,Sabah,0,1752,1752,14-Aug
14-Aug,Sarawak,1,725,726,14-Aug
14-Aug,Selangor,5,6606,6611,14-Aug
14-Aug,Terengganu,0,560,560,14-Aug
14-Aug,Federal Territory of Kuala Lumpur,1,2028,2029,14-Aug
14-Aug,Federal Territory of Labuan,0,0,0,14-Aug
14-Aug,Federal Territory of Putrajaya,0,51,51,14-Aug
15-Aug,Johor,0,1508,1508,15-Aug
15-Aug,Kedah,0,1596,1596,15-Aug
15-Aug,Kelantan,0,1025,1025,15-Aug
15-Aug,Melaka,0,631,631,15-Aug
15-Aug,Negeri Sembilan,0,698,698,15-Aug
15-Aug,Pahang,6,926,932,15-Aug
15-Aug,Perak,0,1069,1069,15-Aug
15-Aug,Perlis,0,21,21,15-Aug
15-Aug,Penang,0,1111,1111,15-Aug
15-Aug,Sabah,0,1665,1665,15-Aug
15-Aug,Sarawak,2,963,965,15-Aug
15-Aug,Selangor,3,7307,7310,15-Aug
15-Aug,Terengganu,0,534,534,15-Aug
15-Aug,Federal Territory of Kuala Lumpur,3,1442,1445,15-Aug
15-Aug,Federal Territory of Labuan,0,3,3,15-Aug
15-Aug,Federal Territory of Putrajaya,0,47,47,15-Aug
16-Aug,Johor,0,1510,1510,16-Aug
16-Aug,Kedah,0,1592,1592,16-Aug
16-Aug,Kelantan,0,1227,1227,16-Aug
16-Aug,Melaka,0,1120,1120,16-Aug
16-Aug,Negeri Sembilan,0,343,343,16-Aug
16-Aug,Pahang,0,646,646,16-Aug
16-Aug,Perak,0,938,938,16-Aug
16-Aug,Perlis,0,20,20,16-Aug
16-Aug,Penang,1,1251,1252,16-Aug
16-Aug,Sabah,0,1728,1728,16-Aug
16-Aug,Sarawak,2,1566,1568,16-Aug
16-Aug,Selangor,15,5706,5721,16-Aug
16-Aug,Terengganu,0,688,688,16-Aug
16-Aug,Federal Territory of Kuala Lumpur,1,1360,1361,16-Aug
16-Aug,Federal Territory of Labuan,0,2,2,16-Aug
16-Aug,Federal Territory of Putrajaya,0,43,43,16-Aug
17-Aug,Johor,0,1309,1309,17-Aug
17-Aug,Kedah,0,1863,1863,17-Aug
17-Aug,Kelantan,0,1268,1268,17-Aug
17-Aug,Melaka,0,623,623,17-Aug
17-Aug,Negeri Sembilan,0,490,490,17-Aug
17-Aug,Pahang,0,670,670,17-Aug
17-Aug,Perak,0,1101,1101,17-Aug
17-Aug,Perlis,0,37,37,17-Aug
17-Aug,Penang,0,1275,1275,17-Aug
17-Aug,Sabah,0,2103,2103,17-Aug
17-Aug,Sarawak,0,835,835,17-Aug
17-Aug,Selangor,2,5753,5755,17-Aug
17-Aug,Terengganu,0,498,498,17-Aug
17-Aug,Federal Territory of Kuala Lumpur,5,1765,1770,17-Aug
17-Aug,Federal Territory of Labuan,0,0,0,17-Aug
17-Aug,Federal Territory of Putrajaya,0,41,41,17-Aug
18-Aug,Johor,0,1477,1477,18-Aug
18-Aug,Kedah,0,1852,1852,18-Aug
18-Aug,Kelantan,0,1351,1351,18-Aug
18-Aug,Melaka,0,579,579,18-Aug
18-Aug,Negeri Sembilan,0,577,577,18-Aug
18-Aug,Pahang,0,675,675,18-Aug
18-Aug,Perak,0,1036,1036,18-Aug
18-Aug,Perlis,0,50,50,18-Aug
18-Aug,Penang,0,1867,1867,18-Aug
18-Aug,Sabah,0,2413,2413,18-Aug
18-Aug,Sarawak,0,1403,1403,18-Aug
18-Aug,Selangor,4,6858,6862,18-Aug
18-Aug,Terengganu,0,487,487,18-Aug
18-Aug,Federal Territory of Kuala Lumpur,0,1587,1587,18-Aug
18-Aug,Federal Territory of Labuan,0,5,5,18-Aug
18-Aug,Federal Territory of Putrajaya,0,25,25,18-Aug
19-Aug,Johor,0,1526,1526,19-Aug
19-Aug,Kedah,0,2137,2137,19-Aug
19-Aug,Kelantan,0,1271,1271,19-Aug
19-Aug,Melaka,0,737,737,19-Aug
19-Aug,Negeri Sembilan,0,556,556,19-Aug
19-Aug,Pahang,0,736,736,19-Aug
19-Aug,Perak,0,1229,1229,19-Aug
19-Aug,Perlis,0,42,42,19-Aug
19-Aug,Penang,3,1655,1658,19-Aug
19-Aug,Sabah,0,2583,2583,19-Aug
19-Aug,Sarawak,1,1206,1207,19-Aug
19-Aug,Selangor,0,7175,7175,19-Aug
19-Aug,Terengganu,0,621,621,19-Aug
19-Aug,Federal Territory of Kuala Lumpur,5,1439,1444,19-Aug
19-Aug,Federal Territory of Labuan,0,9,9,19-Aug
19-Aug,Federal Territory of Putrajaya,0,26,26,19-Aug
20-Aug,Johor,0,1323,1323,20-Aug
20-Aug,Kedah,0,1932,1932,20-Aug
20-Aug,Kelantan,0,1281,1281,20-Aug
20-Aug,Melaka,0,610,610,20-Aug
20-Aug,Negeri Sembilan,0,608,608,20-Aug
20-Aug,Pahang,0,517,517,20-Aug
20-Aug,Perak,0,1248,1248,20-Aug
20-Aug,Perlis,0,64,64,20-Aug
20-Aug,Penang,0,1523,1523,20-Aug
20-Aug,Sabah,0,2738,2738,20-Aug
20-Aug,Sarawak,3,2548,2551,20-Aug
20-Aug,Selangor,2,6974,6976,20-Aug
20-Aug,Terengganu,0,521,521,20-Aug
20-Aug,Federal Territory of Kuala Lumpur,18,1652,1670,20-Aug
20-Aug,Federal Territory of Labuan,0,1,1,20-Aug
20-Aug,Federal Territory of Putrajaya,0,24,24,20-Aug
21-Aug,Johor,1,1558,1559,21-Aug
21-Aug,Kedah,0,1880,1880,21-Aug
21-Aug,Kelantan,0,1039,1039,21-Aug
21-Aug,Melaka,0,882,882,21-Aug
21-Aug,Negeri Sembilan,0,405,405,21-Aug
21-Aug,Pahang,0,664,664,21-Aug
21-Aug,Perak,0,946,946,21-Aug
21-Aug,Perlis,0,38,38,21-Aug
21-Aug,Penang,0,1459,1459,21-Aug
21-Aug,Sabah,0,2651,2651,21-Aug
21-Aug,Sarawak,0,1964,1964,21-Aug
21-Aug,Selangor,2,7011,7013,21-Aug
21-Aug,Terengganu,37,495,532,21-Aug
21-Aug,Federal Territory of Kuala Lumpur,0,1220,1220,21-Aug
21-Aug,Federal Territory of Labuan,0,9,9,21-Aug
21-Aug,Federal Territory of Putrajaya,0,41,41,21-Aug
22-Aug,Johor,0,1391,1391,22-Aug
22-Aug,Kedah,0,1948,1948,22-Aug
22-Aug,Kelantan,0,1196,1196,22-Aug
22-Aug,Melaka,0,558,558,22-Aug
22-Aug,Negeri Sembilan,0,508,508,22-Aug
22-Aug,Pahang,0,598,598,22-Aug
22-Aug,Perak,0,703,703,22-Aug
22-Aug,Perlis,0,54,54,22-Aug
22-Aug,Penang,0,1501,1501,22-Aug
22-Aug,Sabah,0,2638,2638,22-Aug
22-Aug,Sarawak,1,1772,1773,22-Aug
22-Aug,Selangor,2,5379,5381,22-Aug
22-Aug,Terengganu,0,534,534,22-Aug
22-Aug,Federal Territory of Kuala Lumpur,2,999,1001,22-Aug
22-Aug,Federal Territory of Labuan,0,4,4,22-Aug
22-Aug,Federal Territory of Putrajaya,0,24,24,22-Aug
23-Aug,Johor,1,1367,1368,23-Aug
23-Aug,Kedah,0,1602,1602,23-Aug
23-Aug,Kelantan,0,1176,1176,23-Aug
23-Aug,Melaka,0,363,363,23-Aug
23-Aug,Negeri Sembilan,0,478,478,23-Aug
23-Aug,Pahang,0,506,506,23-Aug
23-Aug,Perak,0,952,952,23-Aug
23-Aug,Perlis,0,57,57,23-Aug
23-Aug,Penang,0,1451,1451,23-Aug
23-Aug,Sabah,0,2474,2474,23-Aug
23-Aug,Sarawak,4,1538,1542,23-Aug
23-Aug,Selangor,0,4316,4316,23-Aug
23-Aug,Terengganu,0,470,470,23-Aug
23-Aug,Federal Territory of Kuala Lumpur,3,891,894,23-Aug
23-Aug,Federal Territory of Labuan,0,7,7,23-Aug
23-Aug,Federal Territory of Putrajaya,0,24,24,23-Aug
24-Aug,Johor,0,1743,1743,24-Aug
24-Aug,Kedah,0,1772,1772,24-Aug
24-Aug,Kelantan,0,1422,1422,24-Aug
24-Aug,Melaka,0,396,396,24-Aug
24-Aug,Negeri Sembilan,4,351,355,24-Aug
24-Aug,Pahang,0,521,521,24-Aug
24-Aug,Perak,0,1242,1242,24-Aug
24-Aug,Perlis,0,74,74,24-Aug
24-Aug,Penang,0,2054,2054,24-Aug
24-Aug,Sabah,0,3376,3376,24-Aug
24-Aug,Sarawak,0,1543,1543,24-Aug
24-Aug,Selangor,14,4645,4659,24-Aug
24-Aug,Terengganu,0,383,383,24-Aug
24-Aug,Federal Territory of Kuala Lumpur,4,1284,1288,24-Aug
24-Aug,Federal Territory of Labuan,0,4,4,24-Aug
24-Aug,Federal Territory of Putrajaya,0,27,27,24-Aug
25-Aug,Johor,0,1832,1832,25-Aug
25-Aug,Kedah,0,2279,2279,25-Aug
25-Aug,Kelantan,0,1424,1424,25-Aug
25-Aug,Melaka,0,342,342,25-Aug
25-Aug,Negeri Sembilan,0,269,269,25-Aug
25-Aug,Pahang,0,522,522,25-Aug
25-Aug,Perak,0,1390,1390,25-Aug
25-Aug,Perlis,0,44,44,25-Aug
25-Aug,Penang,0,1427,1427,25-Aug
25-Aug,Sabah,1,3224,3225,25-Aug
25-Aug,Sarawak,0,1667,1667,25-Aug
25-Aug,Selangor,4,6325,6329,25-Aug
25-Aug,Terengganu,0,744,744,25-Aug
25-Aug,Federal Territory of Kuala Lumpur,0,1128,1128,25-Aug
25-Aug,Federal Territory of Labuan,0,4,4,25-Aug
25-Aug,Federal Territory of Putrajaya,0,21,21,25-Aug
26-Aug,Johor,0,2785,2785,26-Aug
26-Aug,Kedah,0,1538,1538,26-Aug
26-Aug,Kelantan,0,1312,1312,26-Aug
26-Aug,Melaka,1,515,516,26-Aug
26-Aug,Negeri Sembilan,0,526,526,26-Aug
26-Aug,Pahang,0,690,690,26-Aug
26-Aug,Perak,0,1170,1170,26-Aug
26-Aug,Perlis,0,67,67,26-Aug
26-Aug,Penang,0,2078,2078,26-Aug
26-Aug,Sabah,0,3487,3487,26-Aug
26-Aug,Sarawak,0,2024,2024,26-Aug
26-Aug,Selangor,0,6936,6936,26-Aug
26-Aug,Terengganu,0,567,567,26-Aug
26-Aug,Federal Territory of Kuala Lumpur,7,881,888,26-Aug
26-Aug,Federal Territory of Labuan,0,3,3,26-Aug
26-Aug,Federal Territory of Putrajaya,0,20,20,26-Aug
27-Aug,Johor,3,1809,1812,27-Aug
27-Aug,Kedah,0,2072,2072,27-Aug
27-Aug,Kelantan,0,1051,1051,27-Aug
27-Aug,Melaka,0,589,589,27-Aug
27-Aug,Negeri Sembilan,2,338,340,27-Aug
27-Aug,Pahang,0,610,610,27-Aug
27-Aug,Perak,0,939,939,27-Aug
27-Aug,Perlis,0,76,76,27-Aug
27-Aug,Penang,0,1829,1829,27-Aug
27-Aug,Sabah,0,3010,3010,27-Aug
27-Aug,Sarawak,0,2224,2224,27-Aug
27-Aug,Selangor,1,5920,5921,27-Aug
27-Aug,Terengganu,0,488,488,27-Aug
27-Aug,Federal Territory of Kuala Lumpur,9,1068,1077,27-Aug
27-Aug,Federal Territory of Labuan,0,8,8,27-Aug
27-Aug,Federal Territory of Putrajaya,0,39,39,27-Aug
28-Aug,Johor,1,1896,1897,28-Aug
28-Aug,Kedah,0,2162,2162,28-Aug
28-Aug,Kelantan,0,1289,1289,28-Aug
28-Aug,Melaka,0,269,269,28-Aug
28-Aug,Negeri Sembilan,0,345,345,28-Aug
28-Aug,Pahang,0,579,579,28-Aug
28-Aug,Perak,0,1061,1061,28-Aug
28-Aug,Perlis,0,98,98,28-Aug
28-Aug,Penang,0,1920,1920,28-Aug
28-Aug,Sabah,0,2834,2834,28-Aug
28-Aug,Sarawak,2,2427,2429,28-Aug
28-Aug,Selangor,3,5814,5817,28-Aug
28-Aug,Terengganu,0,739,739,28-Aug
28-Aug,Federal Territory of Kuala Lumpur,6,1111,1117,28-Aug
28-Aug,Federal Territory of Labuan,0,5,5,28-Aug
28-Aug,Federal Territory of Putrajaya,0,48,48,28-Aug
29-Aug,Johor,0,1852,1852,29-Aug
29-Aug,Kedah,0,1755,1755,29-Aug
29-Aug,Kelantan,0,1316,1316,29-Aug
29-Aug,Melaka,0,636,636,29-Aug
29-Aug,Negeri Sembilan,0,329,329,29-Aug
29-Aug,Pahang,0,839,839,29-Aug
29-Aug,Perak,0,1208,1208,29-Aug
29-Aug,Perlis,0,56,56,29-Aug
29-Aug,Penang,0,1378,1378,29-Aug
29-Aug,Sabah,1,2578,2579,29-Aug
29-Aug,Sarawak,0,2522,2522,29-Aug
29-Aug,Selangor,0,4591,4591,29-Aug
29-Aug,Terengganu,0,789,789,29-Aug
29-Aug,Federal Territory of Kuala Lumpur,5,680,685,29-Aug
29-Aug,Federal Territory of Labuan,1,2,3,29-Aug
29-Aug,Federal Territory of Putrajaya,0,48,48,29-Aug
30-Aug,Johor,0,2265,2265,30-Aug
30-Aug,Kedah,0,2084,2084,30-Aug
30-Aug,Kelantan,0,1308,1308,30-Aug
30-Aug,Melaka,0,395,395,30-Aug
30-Aug,Negeri Sembilan,0,269,269,30-Aug
30-Aug,Pahang,0,788,788,30-Aug
30-Aug,Perak,0,1144,1144,30-Aug
30-Aug,Perlis,0,71,71,30-Aug
30-Aug,Penang,3,1780,1783,30-Aug
30-Aug,Sabah,0,2310,2310,30-Aug
30-Aug,Sarawak,0,2028,2028,30-Aug
30-Aug,Selangor,0,3567,3567,30-Aug
30-Aug,Terengganu,0,544,544,30-Aug
30-Aug,Federal Territory of Kuala Lumpur,13,672,685,30-Aug
30-Aug,Federal Territory of Labuan,0,2,2,30-Aug
30-Aug,Federal Territory of Putrajaya,0,41,41,30-Aug
31-Aug,Johor,0,2159,2159,31-Aug
31-Aug,Kedah,0,1942,1942,31-Aug
31-Aug,Kelantan,0,1479,1479,31-Aug
31-Aug,Melaka,0,417,417,31-Aug
31-Aug,Negeri Sembilan,0,215,215,31-Aug
31-Aug,Pahang,0,798,798,31-Aug
31-Aug,Perak,0,1204,1204,31-Aug
31-Aug,Perlis,0,64,64,31-Aug
31-Aug,Penang,0,1732,1732,31-Aug
31-Aug,Sabah,0,2594,2594,31-Aug
31-Aug,Sarawak,0,2285,2285,31-Aug
31-Aug,Selangor,1,4371,4372,31-Aug
31-Aug,Terengganu,0,608,608,31-Aug
31-Aug,Federal Territory of Kuala Lumpur,0,1003,1003,31-Aug
31-Aug,Federal Territory of Labuan,0,1,1,31-Aug
31-Aug,Federal Territory of Putrajaya,0,25,25,31-Aug
01-Jun,All,7105,2,7107,1-Jun
02-Jun,All,7703,2,7705,2-Jun
03-Jun,All,8209,64,8273,3-Jun
04-Jun,All,7748,2,7750,4-Jun
05-Jun,All,7452,8,7460,5-Jun
06-Jun,All,6241,14,6255,6-Jun
07-Jun,All,5271,14,5285,7-Jun
08-Jun,All,5566,4,5570,8-Jun
09-Jun,All,6239,11,6250,9-Jun
10-Jun,All,5671,8,5679,10-Jun
11-Jun,All,6849,4,6853,11-Jun
12-Jun,All,5793,6,5799,12-Jun
13-Jun,All,5304,5,5309,13-Jun
14-Jun,All,4949,6,4955,14-Jun
15-Jun,All,5419,6,5425,15-Jun
16-Jun,All,5150,3,5153,16-Jun
17-Jun,All,5738,3,5741,17-Jun
18-Jun,All,6440,5,6445,18-Jun
19-Jun,All,5911,1,5912,19-Jun
20-Jun,All,5293,7,5300,20-Jun
21-Jun,All,4611,8,4619,21-Jun
22-Jun,All,4743,2,4745,22-Jun
23-Jun,All,5244,7,5251,23-Jun
24-Jun,All,5841,8,5849,24-Jun
25-Jun,All,5812,32,5844,25-Jun
26-Jun,All,5803,10,5813,26-Jun
27-Jun,All,5586,3,5589,27-Jun
28-Jun,All,5218,7,5225,28-Jun
29-Jun,All,6437,14,6451,29-Jun
30-Jun,All,6276,16,6292,30-Jun
01-Jul,All,6988,5,6993,1-Jul
02-Jul,All,6982,3,6985,2-Jul
03-Jul,All,6658,11,6669,3-Jul
04-Jul,All,6045,20,6065,4-Jul
05-Jul,All,6387,26,6413,5-Jul
06-Jul,All,7654,11,7665,6-Jul
07-Jul,All,7097,26,7123,7-Jul
08-Jul,All,8868,10,8878,8-Jul
09-Jul,All,9180,7,9187,9-Jul
10-Jul,All,9353,11,9364,10-Jul
11-Jul,All,9105,18,9123,11-Jul
12-Jul,All,8574,40,8614,12-Jul
13-Jul,All,11079,27,11106,13-Jul
14-Jul,All,11618,26,11644,14-Jul
15-Jul,All,13215,13,13228,15-Jul
16-Jul,All,12541,16,12557,16-Jul
17-Jul,All,12528,19,12547,17-Jul
18-Jul,All,10710,12,10722,18-Jul
19-Jul,All,10972,48,11020,19-Jul
20-Jul,All,12366,8,12374,20-Jul
21-Jul,All,11985,7,11992,21-Jul
22-Jul,All,13034,25,13059,22-Jul
23-Jul,All,15573,32,15605,23-Jul
24-Jul,All,15902,26,15928,24-Jul
25-Jul,All,17045,6,17051,25-Jul
26-Jul,All,14516,3,14519,26-Jul
27-Jul,All,16117,26,16143,27-Jul
28-Jul,All,17405,6,17411,28-Jul
29-Jul,All,17170,32,17202,29-Jul
30-Jul,All,16840,17,16857,30-Jul
31-Jul,All,17786,9,17795,31-Jul
01-Aug,All,17150,1,17151,1-Aug
02-Aug,All,15764,6,15770,2-Aug
03-Aug,All,17105,37,17142,3-Aug
04-Aug,All,19819,23,19842,4-Aug
05-Aug,All,20596,34,20630,5-Aug
06-Aug,All,20889,13,20902,6-Aug
07-Aug,All,19257,16,19273,7-Aug
08-Aug,All,18688,10,18698,8-Aug
09-Aug,All,17236,29,17265,9-Aug
10-Aug,All,19991,0,19991,10-Aug
11-Aug,All,20780,15,20795,11-Aug
12-Aug,All,21668,58,21726,12-Aug
13-Aug,All,21468,25,21493,13-Aug
14-Aug,All,20670,8,20678,14-Aug
15-Aug,All,20546,14,20560,15-Aug
16-Aug,All,19740,19,19759,16-Aug
17-Aug,All,19631,7,19638,17-Aug
18-Aug,All,22242,4,22246,18-Aug
19-Aug,All,22948,9,22957,19-Aug
20-Aug,All,23564,23,23587,20-Aug
21-Aug,All,22262,40,22302,21-Aug
22-Aug,All,19807,5,19812,22-Aug
23-Aug,All,17672,8,17680,23-Aug
24-Aug,All,20837,22,20859,24-Aug
25-Aug,All,22642,5,22647,25-Aug
26-Aug,All,24599,8,24607,26-Aug
27-Aug,All,22070,15,22085,27-Aug
28-Aug,All,22597,12,22609,28-Aug
29-Aug,All,20579,7,20586,29-Aug
30-Aug,All,19268,16,19284,30-Aug
31-Aug,All,20897,1,20898,31-Aug
